modelo,MAE,RMSE,R2
Random Forest,7.305851847895811,9.855643909306389,0.28317343615275803
Regresión lineal,8.091768564105559,10.719581603021476,0.15199238396627424
Dummy Regressor,9.067805338985305,11.703330695329552,-0.010794888394524804
